Sender_account,Date,Time,Amount,anomaly_score,fraud_probability,Is_laundering,Receiver_account,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location
3452368468,07-10-2022,16:25:00,5244.17,0.010568605,0.006268441,0,7131477851,UK pounds,UK pounds,UK,UK
3067677162,07-10-2022,12:40:41,952.95,0.005258054,0.00599221,0,2391437347,UK pounds,UK pounds,UK,UK
ACC361443,17-09-2023,21:15:33,701.6388262,0.268599528,0.9910682,1,ACC886307,UK pounds,Naira,UK,UK
8054751831,07-10-2022,13:55:31,2797.7,0.01709324,0.005731273,0,9162277346,UK pounds,UK pounds,UK,UK
1378784400,07-10-2022,12:26:25,6200.93,0.009849455,0.005638443,0,8617902721,UK pounds,UK pounds,UK,UK
1887550203,07-10-2022,13:14:24,3665.03,0.012215323,0.015409988,0,8162326457,UK pounds,UK pounds,UK,UK
8535945311,07-10-2022,12:54:34,1470.81,0.004901317,0.00599221,0,4672005977,UK pounds,UK pounds,UK,UK
3915166427,07-10-2022,15:18:12,5634.49,0.127296499,0.010145787,0,5702346126,UK pounds,Dirham,UK,UAE
9629713976,07-10-2022,13:36:25,4901.15,0.002281312,0.004463604,0,8172080174,UK pounds,UK pounds,UK,UK
1394177372,07-10-2022,14:13:22,11571.79,0.026635689,0.004658967,0,1465487567,UK pounds,UK pounds,UK,UK
2913996500,07-10-2022,11:19:11,12170.92,0.016965308,0.004802258,0,1431561040,UK pounds,UK pounds,UK,UK
ACC640238,15-03-2023,08:28:53,-4542.596996,0.310043668,0.99636793,1,ACC143598,UK pounds,UK pounds,UK,USA
4109732596,07-10-2022,13:42:04,17721.02,0.029249652,0.004658967,0,5708936901,UK pounds,UK pounds,UK,UK
ACC171346,12-12-2023,12:15:24,3933.361046,0.522698449,0.9957307,1,ACC633713,UK pounds,UK pounds,Japan,UK
ACC244173,14-10-2022,11:57:52,886.8358656,0.189713954,0.9806748,1,ACC309260,Yen,Naira,UK,Nigeria
190346689,07-10-2022,13:51:09,6468.78,0.047261398,0.011137904,0,5103043844,UK pounds,Naira,UK,Nigeria
ACC577912,09-02-2023,09:00:55,2131.592821,0.351766352,0.9854816,1,ACC497798,UK pounds,UK pounds,UK,UK
835689379,07-10-2022,13:09:06,2036.28,0.032884222,0.028605143,0,3960177918,UK pounds,UK pounds,UK,UK
3353091451,07-10-2022,12:24:41,988.18,0.00555461,0.018852701,0,7452882306,UK pounds,UK pounds,UK,UK
1819824199,07-10-2022,13:38:41,2552.71,0.027178452,0.017726747,0,7951686177,Swiss franc,UK pounds,Switzerland,UK
9490679180,07-10-2022,13:37:14,6644.3,0.018529105,0.011408079,0,5103043844,UK pounds,Naira,UK,Nigeria
8356833499,07-10-2022,11:53:30,1582.64,0.014745681,0.008056922,0,7023323263,UK pounds,UK pounds,UK,UK
ACC450736,03-01-2022,22:18:33,3879.603491,0.385597239,0.99294806,1,ACC650138,UK pounds,Mexican Peso,UK,USA
9834835348,07-10-2022,16:15:08,1000.69,0.029932699,0.015868854,0,9882386922,UK pounds,UK pounds,UK,UK
ACC707185,14-06-2023,00:09:40,680.6118009,0.444041371,0.9952988,1,ACC357701,Yen,UK pounds,UK,UK
9534729015,07-10-2022,13:58:31,6926.83,0.006707137,0.005240316,0,8950761727,UK pounds,UK pounds,UK,UK
9490679180,07-10-2022,16:37:32,6619.57,0.031258146,0.011408079,0,5103043844,UK pounds,Naira,UK,Nigeria
ACC183436,16-01-2022,15:32:26,8756.42141,0.296757014,0.99392694,1,ACC574460,UK pounds,US dollar,UK,UK
ACC965598,27-06-2023,11:17:54,15031.35687,0.496208382,0.9954372,1,ACC549697,UK pounds,UK pounds,UK,India
3952347143,07-10-2022,14:05:10,8737.95,0.031849474,0.011141198,0,7892884492,UK pounds,US dollar,UK,USA
8838306359,07-10-2022,16:32:26,16246.03,0.074620256,0.009938112,0,9216908926,UK pounds,Euro,UK,Spain
7402765008,07-10-2022,13:16:00,3118.84,0.381222627,0.019698938,0,6772269955,Albanian lek,UK pounds,UK,UK
675669049,07-10-2022,13:59:52,7273.12,0.105259411,0.012736467,0,4348868412,Swiss franc,UK pounds,UK,UK
ACC915779,27-02-2022,20:11:01,-3626.272829,0.415246203,0.9960238,1,ACC277011,UK pounds,UK pounds,UK,UK
5955166219,07-10-2022,11:38:38,1785.36,0.016911317,0.00599221,0,9631229705,UK pounds,UK pounds,UK,UK
6150012318,07-10-2022,13:42:36,4662.38,0.002928971,0.004802258,0,5109623450,UK pounds,UK pounds,UK,UK
ACC736608,06-05-2023,19:01:38,1696.896973,0.648115236,0.9955764,1,ACC870331,UK pounds,UK pounds,Japan,Mexico
4407302829,07-10-2022,14:21:28,585.5,0.002395659,0.010272916,0,2627480325,UK pounds,UK pounds,UK,UK
2365007895,07-10-2022,10:54:55,15929.72,0.009063514,0.005903643,0,7623292529,UK pounds,UK pounds,UK,UK
6378692928,07-10-2022,14:31:36,139.05,0.004436834,0.00599221,0,1782477011,UK pounds,UK pounds,UK,UK
7129380861,07-10-2022,13:27:58,3862.5,0.013914273,0.006095965,0,3908007731,UK pounds,UK pounds,UK,UK
2488913972,07-10-2022,16:37:56,8344.5,0.026972892,0.005480233,0,5554824871,UK pounds,UK pounds,UK,UK
9111147529,07-10-2022,15:19:21,7540.48,0.003935387,0.009895396,0,3913880864,UK pounds,UK pounds,UK,UK
5264015348,07-10-2022,16:13:03,8520.29,0.103313752,0.00533996,0,6646502650,UK pounds,Euro,UK,France
ACC882260,22-12-2022,17:42:22,-2419.435766,0.504412767,0.98039377,1,ACC765114,UK pounds,Indian rupee,Japan,UK
2365007895,07-10-2022,12:25:10,9155.17,0.007741897,0.004463604,0,5391949334,UK pounds,UK pounds,UK,UK
ACC953370,17-10-2023,06:09:21,9069.760145,0.2406612,0.99579537,1,ACC601862,UK pounds,UK pounds,UK,USA
2701961184,07-10-2022,15:52:52,378.95,0.015276313,0.015409988,0,7892189885,UK pounds,UK pounds,UK,UK
1394177372,07-10-2022,15:52:00,11497.27,0.045052477,0.004658967,0,1465487567,UK pounds,UK pounds,UK,UK
9734083970,07-10-2022,14:19:39,7242.5,0.004038775,0.005638443,0,7577540230,UK pounds,UK pounds,UK,UK
4758294964,07-10-2022,12:08:54,21033.41,0.02267521,0.004660367,0,8172080174,UK pounds,UK pounds,UK,UK
ACC454703,01-08-2023,00:38:43,9.293872306,0.28977626,0.99642795,1,ACC324910,UK pounds,UK pounds,UK,UK
5508873659,07-10-2022,13:41:31,140.54,0.012357525,0.027984489,0,6514419498,UK pounds,UK pounds,UK,UK
5435316010,07-10-2022,10:40:48,3385.16,0.014917367,0.005731273,0,3362765079,UK pounds,UK pounds,UK,UK
8456279067,07-10-2022,11:07:09,9362.44,0.028087,0.006461537,0,1194597483,UK pounds,UK pounds,UK,UK
ACC699666,26-07-2022,02:31:12,-3341.862094,0.482550098,0.98986244,1,ACC326870,UK pounds,US dollar,UK,India
4666799975,07-10-2022,12:23:34,4815.76,0.004955061,0.016609393,0,5762820588,UK pounds,UK pounds,UK,UK
5982914936,07-10-2022,15:56:14,4417.2,0.01701729,0.005240316,0,1270377715,UK pounds,UK pounds,UK,UK
ACC207141,02-09-2022,03:39:17,2676.614466,0.468328761,0.98891,1,ACC614040,UK pounds,US dollar,Japan,UK
ACC838966,29-08-2023,12:31:55,-448.9121961,0.461488927,0.9936907,1,ACC280796,UK pounds,US dollar,UK,Mexico
ACC137940,19-05-2023,00:56:28,1929.121856,0.499750485,0.98402137,1,ACC742884,Yen,Naira,UK,UK
ACC729948,25-01-2022,20:01:20,-1662.514245,0.443639666,0.9950127,1,ACC536274,UK pounds,Naira,UK,UK
3614082527,07-10-2022,14:00:36,8894.13,0.009507874,0.005638443,0,3099235880,UK pounds,UK pounds,UK,UK
7849241516,07-10-2022,13:53:37,7021.85,0.004332868,0.004462909,0,1465487567,UK pounds,UK pounds,UK,UK
4344759414,07-10-2022,10:45:49,10105.53,0.115905756,0.008755761,0,2138505015,UK pounds,Dirham,UK,UAE
ACC609013,07-06-2023,09:34:03,-4911.491228,0.200029628,0.9958942,1,ACC633676,UK pounds,UK pounds,UK,UK
6904668523,07-10-2022,12:11:24,9282.22,0.008007411,0.005638443,0,3540529623,UK pounds,UK pounds,UK,UK
ACC232311,18-06-2023,07:10:19,4462.182805,0.281738575,0.9958942,1,ACC697505,UK pounds,Naira,UK,UK
1667716246,07-10-2022,11:39:28,8257.82,0.011408498,0.005731273,0,6441818635,UK pounds,UK pounds,UK,UK
4774715518,07-10-2022,11:43:49,266.84,0.009076885,0.009890263,0,9041369525,UK pounds,UK pounds,UK,UK
ACC971991,27-10-2022,21:41:31,6099.842859,0.370629272,0.987363,1,ACC968724,UK pounds,Mexican Peso,UK,UK
ACC592318,13-04-2022,11:03:26,15495.4112,0.137830989,0.9960238,1,ACC301904,UK pounds,UK pounds,UK,UK
9398035791,07-10-2022,14:19:52,9605.18,0.008780207,0.004802258,0,7080357663,UK pounds,UK pounds,UK,UK
2049525961,07-10-2022,12:45:03,5483.39,0.01503776,0.010285437,0,6233217293,UK pounds,UK pounds,UK,UK
2365007895,07-10-2022,11:33:18,13120.85,0.00864341,0.005638443,0,2812285491,UK pounds,UK pounds,UK,UK
1491989064,07-10-2022,16:51:34,4453.6,0.026833839,0.007940739,0,5088960637,UK pounds,Swiss franc,UK,Switzerland
456975181,07-10-2022,10:57:19,4328.16,0.028498519,0.013205792,0,7116059879,UK pounds,UK pounds,UK,UK
7044595337,07-10-2022,15:59:34,712.52,0.023584475,0.015868854,0,2987007646,UK pounds,UK pounds,UK,UK
5264015348,07-10-2022,12:36:02,8512.52,0.077801931,0.005101374,0,6646502650,UK pounds,Euro,UK,France
9771225228,07-10-2022,15:00:00,745.04,0.040612375,0.009085286,0,5964530690,UK pounds,UK pounds,UK,UK
ACC781453,02-09-2023,11:21:59,5554.970586,0.219487894,0.9957897,1,ACC457530,UK pounds,UK pounds,UK,Nigeria
ACC575814,23-07-2022,06:20:50,-3188.537223,0.232596476,0.99513125,1,ACC762369,UK pounds,UK pounds,UK,UK
ACC827289,22-03-2023,05:16:21,-2889.625362,0.424761107,0.99531245,1,ACC952095,UK pounds,Naira,UK,UK
9811317821,07-10-2022,11:56:13,237.48,0.027428683,0.010285437,0,1813014634,UK pounds,UK pounds,UK,UK
2206902878,07-10-2022,10:37:23,9831.65,0.042450704,0.005725736,0,5109623450,UK pounds,UK pounds,UK,UK
ACC224273,14-04-2022,16:52:35,4931.395258,0.309316927,0.9890725,1,ACC387020,Yen,UK pounds,UK,Mexico
6824568192,07-10-2022,14:57:50,2374.04,0.017652869,0.012137755,0,1236619471,UK pounds,UK pounds,UK,UK
ACC265076,07-02-2023,17:38:02,-6813.109842,0.419445296,0.9817648,1,ACC629191,Yen,UK pounds,UK,Nigeria
ACC172443,13-12-2022,20:11:14,-3387.433206,0.089461324,0.99514055,1,ACC251784,UK pounds,US dollar,UK,UK
ACC114038,18-04-2022,00:09:54,5390.813691,0.313234506,0.9898319,1,ACC478298,UK pounds,UK pounds,UK,UK
6844756212,07-10-2022,13:00:52,5509.45,0.021731548,0.004463604,0,5363117119,UK pounds,UK pounds,UK,UK
3221380947,07-10-2022,13:33:41,7013.77,0.002866707,0.015868854,0,9505173357,UK pounds,UK pounds,UK,UK
ACC141637,27-11-2023,17:50:21,1811.930039,0.490572662,0.9933954,1,ACC217066,Yen,Mexican Peso,UK,Mexico
8201605808,07-10-2022,13:35:37,7131.75,0.006645407,0.004955927,0,9600420220,UK pounds,UK pounds,UK,UK
1270263723,07-10-2022,16:25:23,6125.21,0.010904309,0.004463604,0,8352571580,UK pounds,UK pounds,UK,UK
9456514108,07-10-2022,11:11:09,8411.73,0.021816525,0.005057783,0,5109623450,UK pounds,UK pounds,UK,UK
22513864,07-10-2022,13:05:39,6319.09,0.021852879,0.018514382,0,3773299204,UK pounds,UK pounds,UK,UK
ACC509835,26-06-2023,14:30:06,6269.361379,0.390702993,0.9958753,1,ACC815525,UK pounds,Mexican Peso,UK,UK
2497848161,07-10-2022,11:28:41,321.26,0.006774493,0.00671747,0,2451278156,UK pounds,UK pounds,UK,UK
8463742774,07-10-2022,12:24:20,14837.15,0.009857404,0.004463604,0,1465487567,UK pounds,UK pounds,UK,UK
ACC796261,04-03-2023,16:00:35,-1067.251672,0.398700747,0.98070323,1,ACC431452,Yen,US dollar,UK,Nigeria
830072392,07-10-2022,13:46:50,6211.48,0.02073664,0.026847675,0,9276130003,UK pounds,UK pounds,UK,UK
569955345,07-10-2022,14:31:53,6142.8,0.017145805,0.004693911,0,3695545812,UK pounds,UK pounds,UK,UK
1996285523,07-10-2022,12:23:35,15925.23,0.010238728,0.004462909,0,8518184956,UK pounds,UK pounds,UK,UK
5321651029,07-10-2022,14:08:43,19918.62,0.013385054,0.013948626,0,8749215628,UK pounds,UK pounds,UK,UK
ACC750343,13-06-2022,05:19:07,-4063.734944,0.287953456,0.994574,1,ACC697295,Yen,Naira,UK,UK
8960679541,07-10-2022,10:47:35,3194.47,0.010623939,0.006019523,0,505070381,UK pounds,UK pounds,UK,UK
9474817546,07-10-2022,14:38:02,33023.73,0.035077873,0.004462909,0,1493436023,UK pounds,UK pounds,UK,UK
526646563,07-10-2022,14:58:21,1762,0.021518755,0.006864538,0,1458902222,UK pounds,UK pounds,UK,UK
3168051873,07-10-2022,15:35:21,6187.69,0.010986806,0.005240316,0,7900569005,UK pounds,UK pounds,UK,UK
ACC290209,22-09-2022,18:08:23,-371.5538385,0.133925892,0.99453753,1,ACC153763,UK pounds,UK pounds,UK,UK
9527675704,07-10-2022,14:46:19,495.75,0.031165532,0.026253441,0,3971745514,UK pounds,UK pounds,UK,UK
ACC876182,02-08-2022,01:00:01,-1656.567991,0.349051859,0.99532324,1,ACC501625,UK pounds,Indian rupee,UK,UK
ACC742166,01-10-2023,22:02:44,12737.36037,0.276864427,0.9957897,1,ACC359913,UK pounds,UK pounds,UK,Nigeria
ACC468641,31-08-2022,02:38:59,5218.141337,0.380441761,0.9960238,1,ACC669703,UK pounds,UK pounds,UK,UK
ACC652168,09-12-2022,01:50:20,3098.478659,0.228127115,0.98928076,1,ACC991261,UK pounds,UK pounds,UK,Mexico
ACC782387,19-12-2022,11:23:07,-2599.81971,0.095915788,0.9958918,1,ACC853592,UK pounds,UK pounds,UK,UK
8127449697,07-10-2022,15:18:46,1977.45,0.009423386,0.013205792,0,3883048406,UK pounds,UK pounds,UK,UK
5019450317,07-10-2022,11:06:58,325.04,0.02113659,0.013205792,0,7024626444,UK pounds,UK pounds,UK,UK
271052879,07-10-2022,14:40:54,472.13,0.016976278,0.004983719,0,4090747833,UK pounds,UK pounds,UK,UK
ACC377222,23-07-2023,06:08:43,-5199.497413,0.422099437,0.9942719,1,ACC852239,Yen,UK pounds,UK,UK
ACC670840,27-09-2022,17:45:49,1263.821168,0.274576777,0.9950138,1,ACC343473,Yen,UK pounds,UK,UK
3790550887,07-10-2022,14:10:32,5257.17,0.028165316,0.02512203,0,5513961106,UK pounds,UK pounds,UK,UK
ACC551495,15-07-2023,12:20:06,-5691.512297,0.509551588,0.9954856,1,ACC127965,UK pounds,US dollar,Japan,UK
ACC245089,21-09-2023,01:01:43,1367.945074,0.489364478,0.9955646,1,ACC889063,Yen,UK pounds,UK,UK
7920281595,07-10-2022,12:01:56,2402.51,0.030272766,0.05976383,0,4659008255,UK pounds,UK pounds,UK,UK
ACC304615,23-08-2022,16:55:54,-5813.120909,0.212684841,0.9722057,1,ACC641234,UK pounds,Indian rupee,UK,Nigeria
1378784400,07-10-2022,10:49:18,5173.01,0.018883265,0.005240316,0,7780773895,UK pounds,UK pounds,UK,UK
3799080345,07-10-2022,11:40:11,522.75,0.035148968,0.012137755,0,9483784761,UK pounds,UK pounds,UK,UK
ACC757354,01-04-2023,23:32:43,-6524.003596,0.375606865,0.99567395,1,ACC816747,UK pounds,UK pounds,UK,Nigeria
5995299665,07-10-2022,12:14:48,11954.43,0.008894335,0.004463604,0,1465487567,UK pounds,UK pounds,UK,UK
ACC820200,18-10-2023,04:55:20,7106.70554,0.24636484,0.99515426,1,ACC306577,UK pounds,US dollar,UK,UK
ACC251160,18-02-2023,16:25:45,10426.75494,0.735655831,0.99505377,1,ACC572835,UK pounds,Indian rupee,Japan,UK
ACC130245,21-04-2023,06:35:25,4450.537113,0.321425368,0.9957378,1,ACC707401,UK pounds,UK pounds,UK,UK
1615142471,07-10-2022,13:35:24,5730.63,0.172778354,0.008397402,0,6034997194,Albanian lek,UK pounds,Albania,UK
ACC467996,30-01-2022,17:30:15,-3833.802073,0.625600061,0.981689,1,ACC605069,Yen,UK pounds,UK,India
735534497,07-10-2022,12:42:23,3279.28,0.009029572,0.009180542,0,2922700745,UK pounds,UK pounds,UK,UK
7133027548,07-10-2022,12:21:39,4637.08,0.004939706,0.004462909,0,4336977506,UK pounds,UK pounds,UK,UK
7319099801,07-10-2022,15:52:40,8445.26,0.201834407,0.012117703,0,1001683171,Euro,UK pounds,Spain,UK
675669049,07-10-2022,14:14:22,11067.96,0.007950736,0.005240316,0,3559090340,UK pounds,UK pounds,UK,UK
6904668523,07-10-2022,11:43:48,9297.37,0.005488168,0.005240316,0,3540529623,UK pounds,UK pounds,UK,UK
5293966138,07-10-2022,11:38:32,14531.84,0.021333011,0.004658967,0,3079818547,UK pounds,UK pounds,UK,UK
ACC466830,23-08-2023,15:06:03,8691.766018,0.567890119,0.99444926,1,ACC681316,UK pounds,Naira,Japan,UK
8282676132,07-10-2022,15:43:32,3917.44,0.112175582,0.18446065,0,1953096152,Mexican Peso,UK pounds,Mexico,UK
ACC368347,29-03-2022,18:00:18,-3295.271053,0.468747073,0.98876965,1,ACC697032,UK pounds,Mexican Peso,UK,Mexico
ACC475584,05-07-2023,00:24:04,-205.1170707,0.362909907,0.99636793,1,ACC219453,UK pounds,UK pounds,UK,USA
7989459077,07-10-2022,14:49:52,1704.78,0.016886596,0.00599221,0,7997082889,UK pounds,UK pounds,UK,UK
ACC945165,23-05-2023,02:17:20,14650.2888,0.414878649,0.9958942,1,ACC460319,UK pounds,UK pounds,UK,UK
3337304913,07-10-2022,13:26:17,5533.77,0.016722016,0.00599221,0,3549170820,UK pounds,UK pounds,UK,UK
ACC363436,13-03-2022,00:08:21,483.7038542,0.413046773,0.99363226,1,ACC421233,Yen,UK pounds,UK,UK
3709430533,07-10-2022,12:21:08,5698.08,0.013692253,0.005240316,0,192121676,UK pounds,UK pounds,UK,UK
ACC824166,19-03-2023,05:00:48,5188.415835,0.73193225,0.99432546,1,ACC629001,UK pounds,Naira,Japan,USA
4995379766,07-10-2022,16:38:01,5926.07,0.032653118,0.004462909,0,1431561040,UK pounds,UK pounds,UK,UK
ACC104741,12-08-2022,04:33:30,2575.208269,0.105928002,0.9960238,1,ACC484698,UK pounds,UK pounds,UK,UK
ACC467717,11-10-2023,09:59:02,4892.848579,0.193636494,0.9957897,1,ACC919165,UK pounds,UK pounds,UK,Nigeria
2365007895,07-10-2022,10:56:33,6949.44,0.026917094,0.005646099,0,8015553278,UK pounds,UK pounds,UK,UK
ACC150253,13-05-2023,05:39:06,-3188.791552,0.343045674,0.9955804,1,ACC954832,UK pounds,Indian rupee,UK,UK
ACC122834,30-11-2023,16:40:31,26.13317363,0.497904495,0.9948054,1,ACC347503,Yen,UK pounds,UK,Nigeria
2412955813,07-10-2022,14:53:23,42334.22,0.069420885,0.011137904,0,5103043844,UK pounds,Naira,UK,Nigeria
1746697837,07-10-2022,14:27:50,8720.69,0.010923927,0.015409988,0,7055037946,UK pounds,UK pounds,UK,UK
9894842506,07-10-2022,12:38:51,715.74,0.014786558,0.015868854,0,6171001766,UK pounds,UK pounds,UK,UK
1915450576,07-10-2022,14:24:38,5340.51,0.00423589,0.004463604,0,1662926606,UK pounds,UK pounds,UK,UK
4003695330,07-10-2022,12:39:45,2120.72,0.009226351,0.00599221,0,2373413974,UK pounds,UK pounds,UK,UK
ACC112926,26-02-2022,09:05:42,4878.378917,0.37251743,0.99325633,1,ACC881153,UK pounds,UK pounds,UK,UK
2241044938,07-10-2022,11:10:37,2571.07,0.018718786,0.011766742,0,4524191742,UK pounds,UK pounds,UK,UK
812535187,07-10-2022,12:27:05,1981.52,0.015018695,0.009085286,0,3247289386,UK pounds,UK pounds,UK,UK
ACC244381,27-07-2022,18:03:47,1334.244696,0.274940472,0.9876574,1,ACC912959,UK pounds,UK pounds,UK,Nigeria
5607688477,07-10-2022,12:41:46,9188.96,0.004149237,0.004462909,0,5858369125,UK pounds,UK pounds,UK,UK
ACC485951,31-12-2023,02:31:06,8161.770925,0.476525708,0.99583864,1,ACC560296,UK pounds,UK pounds,UK,USA
8121952906,07-10-2022,12:33:21,17761.05,0.021715215,0.025575813,0,306152338,UK pounds,UK pounds,UK,UK
ACC139348,24-05-2023,13:40:28,9916.281147,0.314543489,0.99579537,1,ACC727389,UK pounds,UK pounds,UK,USA
8987848252,07-10-2022,13:27:23,10926.08,0.018817944,0.005646099,0,685567924,UK pounds,UK pounds,UK,UK
2736512144,07-10-2022,13:42:44,10623.96,0.012733164,0.006349581,0,5896180453,UK pounds,UK pounds,UK,UK
2028959593,07-10-2022,11:21:34,4688.47,0.021047202,0.004658967,0,5466123934,UK pounds,UK pounds,UK,UK
ACC656758,11-04-2022,09:35:01,2960.521332,0.208932144,0.99513453,1,ACC892752,UK pounds,UK pounds,UK,Mexico
6990532062,07-10-2022,13:40:58,2706.96,0.008871601,0.005125091,0,3471663552,UK pounds,UK pounds,UK,UK
5992929221,07-10-2022,11:23:04,3890.46,0.032862554,0.031326935,0,5957334674,UK pounds,UK pounds,UK,UK
9734083970,07-10-2022,10:54:01,7179.06,0.021432285,0.00459632,0,9232891126,UK pounds,UK pounds,UK,UK
9444716063,07-10-2022,14:26:47,4065.1,0.037756011,0.026847675,0,2059558364,UK pounds,UK pounds,UK,UK
ACC533343,25-07-2022,14:13:58,8481.852219,0.189923506,0.86960435,1,ACC814264,UK pounds,UK pounds,UK,UK
ACC455316,18-07-2022,22:49:08,4473.502855,0.164549363,0.9960238,1,ACC624379,UK pounds,UK pounds,UK,UK
2906190749,07-10-2022,15:14:51,18665.53,0.025706738,0.004660367,0,6034997194,UK pounds,UK pounds,UK,UK
7877700106,07-10-2022,12:54:38,25412.46,0.420027011,0.008040221,0,2534644942,Albanian lek,Euro,UK,France
ACC963494,21-02-2022,00:07:37,6091.360987,0.423939732,0.9942174,1,ACC236069,UK pounds,UK pounds,UK,UK
1378784400,07-10-2022,16:37:05,11783.54,0.04266877,0.005514489,0,5487057243,UK pounds,UK pounds,UK,UK
ACC285655,09-09-2022,14:19:47,-3996.521452,0.032744687,0.9960238,1,ACC439018,UK pounds,UK pounds,UK,UK
9534729015,07-10-2022,13:44:50,8366.77,0.003950765,0.005638443,0,1825986618,UK pounds,UK pounds,UK,UK
8431626322,07-10-2022,14:20:50,22571.25,0.028700999,0.029528266,0,8911101531,UK pounds,UK pounds,UK,UK
3168051873,07-10-2022,12:33:51,11183.09,0.009622065,0.005945695,0,9757535272,UK pounds,UK pounds,UK,UK
166274508,07-10-2022,12:08:55,548.86,0.012958616,0.01383336,0,3704337866,UK pounds,UK pounds,UK,UK
6148992716,07-10-2022,15:47:09,7401.11,0.015210502,0.004462909,0,5628674969,UK pounds,UK pounds,UK,UK
6072497392,07-10-2022,14:47:58,2776.48,0.027387157,0.015409988,0,5885674535,UK pounds,UK pounds,UK,UK
ACC320216,09-03-2022,05:17:32,4544.087299,0.329262591,0.99356776,1,ACC679950,UK pounds,Mexican Peso,UK,UK
ACC828279,01-08-2022,13:06:15,1145.091616,0.118699243,0.9884475,1,ACC801699,Yen,UK pounds,UK,USA
ACC757381,24-06-2023,14:35:21,1057.013104,0.305992633,0.9958918,1,ACC569199,UK pounds,UK pounds,UK,UK
5021785800,07-10-2022,13:20:30,10467.66,0.010098698,0.005240316,0,9085148554,UK pounds,UK pounds,UK,UK
9580371702,07-10-2022,12:36:12,6284.79,0.03128571,0.005101374,0,6646502650,UK pounds,Euro,UK,France
7125938393,07-10-2022,12:25:16,346.34,0.029053699,0.03289095,0,5622498928,UK pounds,Turkish lira,UK,UK
ACC842177,06-10-2022,11:50:04,-5574.577423,0.06143108,0.8206814,1,ACC878049,UK pounds,Naira,UK,Nigeria
8352689518,07-10-2022,13:28:22,328.2,0.012910684,0.015409988,0,5480602679,UK pounds,UK pounds,UK,UK
2972193348,07-10-2022,14:02:51,6468.39,0.037246998,0.011137904,0,5103043844,UK pounds,Naira,UK,Nigeria
8456279067,07-10-2022,13:17:37,4660.74,0.002467479,0.005240316,0,5344331047,UK pounds,UK pounds,UK,UK
ACC917244,10-10-2023,08:45:35,-2937.608247,0.268652288,0.995239,1,ACC119973,UK pounds,UK pounds,UK,India
ACC150801,16-10-2022,00:29:21,736.5620747,0.26092124,0.9904847,1,ACC851592,UK pounds,Mexican Peso,UK,UK
7674756610,07-10-2022,15:22:15,13201.43,0.011286381,0.004823444,0,4336977506,UK pounds,UK pounds,UK,UK
6984051591,07-10-2022,10:59:15,7873.32,0.130901191,0.010461981,0,5060924139,UK pounds,Euro,UK,Italy
8753242686,07-10-2022,11:35:50,8348.41,0.011763245,0.022289634,0,7391029446,UK pounds,UK pounds,UK,UK
ACC526388,02-06-2023,02:19:33,-5724.331232,0.362230691,0.9958203,1,ACC988879,UK pounds,UK pounds,UK,Mexico
4882017214,07-10-2022,10:59:54,19000.71,0.038091929,0.026253441,0,8993200440,UK pounds,UK pounds,UK,UK
9901680164,07-10-2022,13:07:04,9647.2,0.038002267,0.004658967,0,1465487567,UK pounds,UK pounds,UK,UK
5054961591,07-10-2022,11:05:44,2540.57,0.031215334,0.026371937,0,641750211,UK pounds,UK pounds,UK,UK
7584000699,07-10-2022,16:13:10,3807.73,0.018096336,0.009008207,0,2042062597,UK pounds,UK pounds,UK,UK
2659651684,07-10-2022,12:32:32,1384.29,0.007956153,0.00599221,0,2580810242,UK pounds,UK pounds,UK,UK
7421451752,07-10-2022,14:24:00,4448.22,0.011073914,0.00459632,0,1160338470,UK pounds,UK pounds,UK,UK
1304411851,07-10-2022,11:27:15,10510.89,0.007012431,0.004802258,0,5708936901,UK pounds,UK pounds,UK,UK
7758268667,07-10-2022,11:52:36,6187.22,0.007357226,0.0051613,0,5402206630,UK pounds,UK pounds,UK,UK
8463742774,07-10-2022,12:58:49,15026.44,0.013302549,0.004462909,0,1465487567,UK pounds,UK pounds,UK,UK
3442075999,07-10-2022,12:03:49,29850.09,0.180694586,0.017896287,0,1881545328,Euro,UK pounds,Germany,UK
8952177221,07-10-2022,12:54:08,7759.91,0.013953376,0.0051613,0,6404529552,UK pounds,UK pounds,UK,UK
ACC593840,17-02-2022,05:47:38,7627.828067,0.866875266,0.9933028,1,ACC348095,Yen,US dollar,Japan,Mexico
ACC607310,20-08-2022,22:12:52,5896.591986,0.222652942,0.533308,1,ACC567159,UK pounds,UK pounds,UK,UK
4400236195,07-10-2022,13:48:43,2295.09,0.00698443,0.005731273,0,5059303601,UK pounds,UK pounds,UK,UK
ACC418352,09-07-2023,04:20:35,-1513.070508,0.705426745,0.9957541,1,ACC189141,UK pounds,Indian rupee,Japan,UK
7673084360,07-10-2022,11:30:44,9801.77,0.011622434,0.004658967,0,6444220418,UK pounds,UK pounds,UK,UK
ACC604401,05-09-2022,15:03:36,269.0873573,0.077428138,0.99094594,1,ACC210803,UK pounds,UK pounds,UK,Nigeria
ACC198639,27-12-2022,12:59:43,-3583.791993,0.225798642,0.9165287,1,ACC247204,UK pounds,UK pounds,UK,UK
ACC178616,11-11-2023,01:31:53,68.27650071,0.536052199,0.9941506,1,ACC138410,Yen,UK pounds,UK,India
